,sentiment
14525,negative
14526,positive
14527,positive
14528,positive
14529,positive
14530,positive
14531,negative
14532,positive
14533,negative
14534,positive
14535,positive
14536,positive
14537,positive
14538,negative
14539,positive
14540,positive
14541,positive
14542,positive
14543,positive
14544,positive
14545,negative
14546,negative
14547,negative
14548,negative
14549,negative
14550,positive
14551,positive
14552,negative
14553,negative
14554,negative
14555,negative
14556,negative
14557,negative
14558,positive
14559,negative
14560,positive
14561,negative
14562,negative
14563,positive
14564,positive
14565,negative
14566,positive
14567,positive
14568,positive
14569,negative
14570,positive
14571,negative
14572,negative
14573,positive
14574,positive
14575,positive
14576,negative
14577,negative
14578,negative
14579,negative
14580,negative
14581,negative
14582,positive
14583,negative
14584,negative
14585,positive
14586,positive
14587,negative
14588,negative
14589,positive
14590,negative
14591,positive
14592,negative
14593,negative
14594,positive
14595,positive
14596,positive
14597,negative
14598,positive
14599,negative
14600,positive
14601,negative
14602,positive
14603,negative
14604,negative
14605,positive
14606,positive
14607,positive
14608,positive
14609,negative
14610,positive
14611,positive
14612,negative
14613,positive
14614,negative
14615,negative
14616,positive
14617,positive
14618,positive
14619,positive
14620,negative
14621,negative
14622,positive
14623,negative
14624,positive
14625,positive
14626,negative
14627,negative
14628,positive
14629,negative
14630,negative
14631,negative
14632,negative
14633,positive
14634,negative
14635,positive
14636,positive
14637,negative
14638,negative
14639,negative
14640,positive
14641,positive
14642,negative
14643,positive
14644,positive
14645,positive
14646,positive
14647,negative
14648,negative
14649,positive
14650,positive
14651,positive
14652,positive
14653,positive
14654,positive
14655,negative
14656,negative
14657,negative
14658,negative
14659,positive
14660,negative
14661,negative
14662,negative
14663,negative
14664,negative
14665,negative
14666,positive
14667,negative
14668,positive
14669,positive
14670,negative
14671,positive
14672,negative
14673,negative
14674,positive
14675,positive
14676,positive
14677,positive
14678,negative
14679,negative
14680,negative
14681,positive
14682,positive
14683,positive
14684,negative
14685,negative
14686,positive
14687,negative
14688,negative
14689,negative
14690,positive
14691,negative
14692,negative
14693,negative
14694,negative
14695,positive
14696,positive
14697,negative
14698,negative
14699,positive
14700,negative
14701,negative
14702,positive
14703,positive
14704,negative
14705,negative
14706,negative
14707,negative
14708,negative
14709,negative
14710,positive
14711,negative
14712,positive
14713,negative
14714,positive
14715,positive
14716,positive
14717,positive
14718,positive
14719,negative
14720,negative
14721,negative
14722,positive
14723,negative
14724,positive
14725,positive
14726,positive
14727,negative
14728,negative
14729,negative
14730,negative
14731,negative
14732,negative
14733,positive
14734,negative
14735,negative
14736,positive
14737,negative
14738,negative
14739,negative
14740,positive
14741,negative
14742,positive
14743,negative
14744,negative
14745,positive
14746,negative
14747,negative
14748,negative
14749,negative
14750,positive
14751,negative
14752,negative
14753,negative
14754,negative
14755,negative
14756,positive
14757,positive
14758,negative
14759,positive
14760,positive
14761,positive
14762,positive
14763,positive
14764,positive
14765,positive
14766,negative
14767,negative
14768,positive
14769,negative
14770,positive
14771,negative
14772,negative
14773,negative
14774,negative
14775,positive
14776,negative
14777,positive
14778,negative
14779,positive
14780,positive
14781,negative
14782,negative
14783,positive
14784,negative
14785,negative
14786,negative
14787,positive
14788,positive
14789,positive
14790,positive
14791,positive
14792,negative
14793,negative
14794,negative
14795,positive
14796,negative
14797,positive
14798,negative
14799,negative
14800,positive
14801,positive
14802,positive
14803,negative
14804,negative
14805,negative
14806,positive
14807,negative
14808,positive
14809,negative
14810,positive
14811,positive
14812,positive
14813,positive
14814,negative
14815,negative
14816,negative
14817,negative
14818,positive
14819,positive
14820,negative
14821,negative
14822,negative
14823,positive
14824,negative
14825,positive
14826,positive
14827,positive
14828,negative
14829,negative
14830,negative
14831,positive
14832,negative
14833,negative
14834,negative
14835,positive
14836,negative
14837,negative
14838,positive
14839,negative
14840,negative
14841,positive
14842,positive
14843,positive
14844,negative
14845,negative
14846,negative
14847,negative
14848,positive
14849,negative
14850,positive
14851,negative
14852,positive
14853,negative
14854,positive
14855,positive
14856,negative
14857,negative
14858,negative
14859,negative
14860,positive
14861,negative
14862,negative
14863,negative
14864,positive
14865,negative
14866,positive
14867,positive
14868,negative
14869,positive
14870,negative
14871,negative
14872,negative
14873,positive
14874,positive
14875,negative
14876,negative
14877,positive
14878,negative
14879,negative
14880,positive
14881,negative
14882,positive
14883,positive
14884,positive
14885,positive
14886,positive
14887,positive
14888,negative
14889,positive
14890,positive
14891,positive
14892,negative
14893,positive
14894,positive
14895,negative
14896,positive
14897,positive
14898,negative
14899,positive
14900,positive
14901,negative
14902,positive
14903,negative
14904,negative
14905,negative
14906,negative
14907,negative
14908,negative
14909,negative
14910,positive
14911,negative
14912,negative
14913,negative
14914,positive
14915,positive
14916,negative
14917,negative
14918,positive
14919,negative
14920,negative
14921,negative
14922,negative
14923,negative
14924,negative
14925,positive
14926,negative
14927,positive
14928,negative
14929,negative
14930,negative
14931,positive
14932,negative
14933,negative
14934,positive
14935,negative
14936,positive
14937,positive
14938,positive
14939,positive
14940,negative
14941,negative
14942,negative
14943,negative
14944,positive
14945,negative
14946,negative
14947,negative
14948,positive
14949,positive
14950,negative
14951,positive
14952,negative
14953,positive
14954,positive
14955,negative
14956,positive
14957,positive
14958,positive
14959,negative
14960,positive
14961,negative
14962,negative
14963,positive
14964,negative
14965,positive
14966,positive
14967,negative
14968,positive
14969,negative
14970,negative
14971,positive
14972,negative
14973,negative
14974,negative
14975,positive
14976,positive
14977,negative
14978,negative
14979,negative
14980,positive
14981,negative
14982,negative
14983,negative
14984,negative
14985,positive
14986,negative
14987,positive
14988,positive
14989,positive
14990,negative
14991,negative
14992,positive
14993,positive
14994,positive
14995,negative
14996,positive
14997,negative
14998,negative
14999,positive
15000,negative
15001,negative
15002,positive
15003,negative
15004,positive
15005,positive
15006,positive
15007,negative
15008,positive
15009,positive
15010,negative
15011,positive
15012,positive
15013,positive
15014,positive
15015,positive
15016,positive
15017,positive
15018,positive
15019,positive
15020,positive
15021,negative
15022,negative
15023,negative
15024,positive
15025,negative
15026,positive
15027,positive
15028,negative
15029,positive
15030,positive
15031,positive
15032,negative
15033,positive
15034,negative
15035,negative
15036,negative
15037,negative
15038,negative
15039,negative
15040,positive
15041,negative
15042,positive
15043,positive
15044,negative
15045,negative
15046,negative
15047,negative
15048,negative
15049,positive
15050,negative
15051,negative
15052,positive
15053,positive
15054,positive
15055,negative
15056,negative
15057,positive
15058,positive
15059,negative
15060,negative
15061,negative
15062,negative
15063,positive
15064,negative
15065,negative
15066,negative
15067,positive
15068,negative
15069,positive
15070,negative
15071,negative
15072,positive
15073,negative
15074,positive
15075,negative
15076,positive
15077,negative
15078,positive
15079,negative
15080,positive
15081,negative
15082,positive
15083,positive
15084,negative
15085,positive
15086,positive
15087,negative
15088,positive
15089,positive
15090,positive
15091,positive
15092,positive
15093,negative
15094,positive
15095,negative
15096,negative
15097,positive
15098,negative
15099,negative
15100,negative
15101,negative
15102,positive
15103,negative
15104,negative
15105,negative
15106,negative
15107,negative
15108,positive
15109,positive
15110,positive
15111,negative
15112,positive
15113,negative
15114,positive
15115,positive
15116,negative
15117,positive
15118,positive
15119,negative
15120,positive
15121,positive
15122,positive
15123,negative
15124,negative
15125,negative
15126,positive
15127,negative
15128,negative
15129,negative
15130,negative
15131,positive
15132,positive
15133,negative
15134,positive
15135,negative
15136,negative
15137,positive
15138,positive
15139,positive
15140,negative
15141,positive
15142,negative
15143,negative
15144,negative
15145,negative
15146,positive
15147,negative
15148,negative
15149,negative
15150,negative
15151,positive
15152,negative
15153,negative
15154,negative
15155,positive
15156,positive
15157,negative
15158,positive
15159,negative
15160,negative
15161,negative
15162,positive
15163,negative
15164,positive
15165,positive
15166,negative
15167,negative
15168,positive
15169,positive
15170,negative
15171,negative
15172,positive
15173,positive
15174,negative
15175,positive
15176,positive
15177,positive
15178,negative
15179,positive
15180,positive
15181,negative
15182,positive
15183,negative
15184,positive
15185,negative
15186,positive
15187,positive
15188,negative
15189,positive
15190,positive
15191,negative
15192,negative
